item_id,kud_column,knowledge_type,assessment_route,content,source_block_id,source_excerpt,classification_stability,underspecification_flag,rationale
blk_0087_item_01,do_skill,Type 2,reasoning_quality_rubric,Support an argument or claim/thesis using relevant evidence.,blk_0087,L177: Support an argument or claim/thesis using relevant evidence.,stable,mild,"This describes an analytical capability deployed when a claim or argument is at hand. The quality of the support depends on reasoning: selecting evidence that is genuinely relevant to the claim, weighing its strength, and explaining the connection. This is occasion-triggered (when an argument must be made or evaluated), not a sustained default orientation, and it develops through reasoning sophistication across multiple contexts. Type 2, do_skill, reasoning_quality_rubric."
blk_0119_item_02,do_skill,Type 2,reasoning_quality_rubric,"Describe political principles, institutions, processes, policies, and behaviors illustrated in different scenarios in context",blk_0119,"L234-239: Describe political principles, institutions, processes, Democracy policies, and behaviors illustrated in different scenarios in context.",stable,mild,"Occasion-triggered analytical capability. Learners deploy this skill when presented with scenarios; the quality of description depends on reasoning depth and contextual analysis across multiple dimensions. Decision tree branch 2: analytical reasoning capability across multiple lenses (principles, institutions, processes, policies, behaviors) applied to occasion-specific scenarios."
blk_0191_item_01,do_skill,Type 2,reasoning_quality_rubric,"Explain how the argument or perspective in a source relates to political principles, institutions, processes, policies, and behaviors.",blk_0191,"L420-425: Explain how the argument or perspective in the source the Articles of relates to political principles, institutions, processes, policies, and behaviors.",classification_unstable,mild,"This describes an analytical capability deployed when a source and political context are presented. The learner must reason across multiple disciplinary lenses (principles, institutions, processes, policies, behaviors) to construct an explanation of how a specific argument connects to the political domain. This is occasion-triggered reasoning (Type 2), not a sustained orientation. Assessment is by reasoning quality rubric, not a single-task knowledge check."
blk_0201_item_03,do_skill,Type 2,reasoning_quality_rubric,Explain the debate over granting greater power to the federal government in light of the weaknesses revealed by specific incidents and legal challenges under the Articles of Confederation.,blk_0201,"L439-450: Explain the relationship Specific incidents and legal challenges that (Articles of between key provisions of highlighted key weaknesses of the Articles of Confederation) the Articles of Confederation, Confederation are represented by the: and the debate over granting i. Lack of centralized military power to the federal government address Shays’ Rebellion greater power formerly ii. Lack of an executive branch to enforce reserved to the states.",classification_unstable,mild,"Decision tree branch 2: This requires learners to analyse a historical debate from multiple perspectives (federalist vs. anti-federalist positions, state vs. national power concerns) and construct reasoned arguments about why power should or should not be centralised. The quality of reasoning—not a single correct answer—determines success. Type 2 do_skill."
blk_0211_item_02,do_skill,Type 2,reasoning_quality_rubric,"Explain how political principles, institutions, U.S. Constitution processes, policies, and behaviors apply to different scenarios in context",blk_0211,"L469-474: Explain how political principles, institutions, U.S. Constitution processes, policies, and behaviors apply to different scenarios in context.",stable,mild,"Decision tree branch 2: The source describes an analytical capability deployed when a scenario is presented. The learner must reason through multiple dimensions (principles, institutions, processes, policies, behaviors) and justify how they apply to a specific contextual situation. This is occasion-triggered reasoning across multiple lenses, not a single correct procedure."
blk_0231_item_02,do_skill,Type 2,reasoning_quality_rubric,Analyse present-day constitutional issues about democracy and governmental power through the lens of debates about government surveillance resulting from the federal government's response to the 9/11 attacks and debates about the role of government in public school education.,blk_0231,"L527-538: The debate over the role of the national government, the powers of state governments, and the rights of individuals remains at the heart of present-day constitutional issues about democracy and governmental power, as represented by: i. Debates about government surveillance resulting from the federal government’s response to the 9/11 attacks ii. Debates about the role of government in public school education |",classification_unstable,null,"This content calls for analytical reasoning across multiple disciplinary lenses (federalism, civil liberties, education policy) applied to specific contemporary scenarios. The learner must evaluate how the three-way tension (national/state/individual) manifests in different policy domains. This is occasion-triggered: deployed when examining a constitutional issue. Decision tree: Step 2 applies — analytical capability across multiple frameworks, assessed by reasoning quality."
blk_0239_item_01,do_skill,Type 2,reasoning_quality_rubric,"Explain how the argument or perspective in an American Government source relates to political principles, institutions, processes, policies, and behaviors.",blk_0239,"L551-557: Explain how the argument or perspective in the American Government source relates to political principles, institutions, processes, policies, and behaviors.",stable,mild,"This is an occasion-triggered analytical skill deployed when a source and political framework are presented. The learner must reason across multiple disciplinary lenses (principles, institutions, processes, policies, behaviors) to construct a relational explanation. The quality of the explanation depends on reasoning sophistication, not on a single correct answer. Decision-tree branch 2: analytical reasoning capability across multiple lenses."
blk_0248_item_03,do_skill,Type 2,reasoning_quality_rubric,Explain how the constitutional principles of separation of powers and checks and balances operate in response to specific governmental actions or policy proposals.,blk_0248,"L569-578: Explain the constitutional The specific and separate powers delegated to and Bill Clinton principles of separation of Congress, the president, and the courts allow § Congressional powers and checks and each branch to check and balance the power response to the Obama balances. of the other branches, ensuring no one branch administration’s becomes too powerful.",stable,null,"Analytical reasoning skill deployed when examining a concrete governmental scenario or decision. The learner must reason through multiple lenses (constitutional intent, institutional power, practical constraint) to explain how the system functions in a particular case. Decision tree branch 2: occasion-triggered analytical capability."
blk_0255_item_02,do_skill,Type 2,reasoning_quality_rubric,Analyse Federalist No. 51 to identify and explain how checks and balances function to control potential abuses by majorities.,blk_0255,L587-589: Analytical Reading and balances control potential abuses by (Federalist No. 51) majorities.,classification_unstable,mild,"Decision-tree branch 2: The source implies an analytical capability—reading Federalist No. 51 to extract reasoning about a political mechanism. This is occasion-triggered (deployed when a text analysis task calls for it), not a sustained default orientation. It requires reasoning quality assessment via rubric, not a single knowledge check."
blk_0257_item_02,do_skill,Type 1,rubric_with_clear_criteria,Explain the effects of separation of powers and checks and balances on public policy influence.,blk_0257,L591-593: Explain the effects of Separation of powers and checks and balances separation of powers and creates multiple access points for stakeholders checks and balances for the and institutions to influence public policy.,classification_unstable,mild,"The heading explicitly calls for explanation. This is a procedural skill (explaining a causal relationship) grounded in Type 1 knowledge. Learners must be able to articulate how these mechanisms function and produce their effects. Decision tree branch 1: procedural knowledge with clear criteria for quality of explanation. Type 1, assessed via rubric with clear criteria."
blk_0269_item_01,do_skill,Type 2,reasoning_quality_rubric,Articulate a defensible claim or thesis.,blk_0269,L617-618: Articulate a defensible claim/thesis.,stable,moderate,"This describes an analytical capability deployed when a situation calls for it (writing, argumentation, research task). The quality of the articulation depends on reasoning — the strength of evidence, logical coherence, and acknowledgment of counterarguments — not on a single correct answer. This is Type 2 occasion-triggered skill, assessed via reasoning-quality rubric on a task that requires the learner to construct and defend a claim."
blk_0356_item_01,do_skill,Type 2,reasoning_quality_rubric,Support an argument or claim/thesis using relevant evidence.,blk_0356,L805-807: Support an argument or claim/thesis using relevant evidence.,stable,mild,"This describes an analytical capability deployed when a claim or argument is at hand. The quality of the support depends on reasoning — the fit between evidence and claim, the sufficiency and relevance of the evidence, and the logical coherence of the argument. These are occasion-triggered (when a claim needs support) and assessed by reasoning quality, not by a single correct procedure. This is Type 2 do_skill."
blk_0361_item_02,do_skill,Type 2,reasoning_quality_rubric,Explain how the distribution of powers between national and state governments impacts policymaking.,blk_0361,L817-820: Explain how the distribution The allocation of powers between national and of powers between national state governments creates multiple access and state governments points for stakeholders and institutions to impacts policymaking. influence public policy.,stable,null,This is an analytical reasoning skill: the learner must deploy causal reasoning to connect a structural feature (distribution of powers) to an outcome (policymaking impact). The skill is occasion-triggered — deployed when asked to explain or analyse a policy scenario through the lens of federalism. Decision-tree branch 2: this is horizontal knowledge requiring reasoning quality across the analytical frame of federalism and institutional access.
---,,,,,,,,,
blk_0004,HALTED,,,1 Foundations of American Democracy 15–22%,blk_0004,L4-8: 1 Foundations of American Democracy 15–22%,,,severe_underspecification: meta_or_nonteachable
blk_0006,HALTED,,,~16/~8,blk_0006,L10: ~16/~8,,,severe_underspecification: meta_or_nonteachable
blk_0008,HALTED,,,|,blk_0008,L12: |,,,severe_underspecification: meta_or_nonteachable
blk_0009,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 33,blk_0009,L13: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 33,,,severe_underspecification: meta_or_nonteachable
blk_0010,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0010,L14-15: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0011,HALTED,,,Remember to go to AP Classroom to assign students the online,blk_0011,L17-18: Remember to go to AP Classroom to assign students the online,,,severe_underspecification: meta_or_nonteachable
blk_0012,HALTED,,,Progress Check for this unit.,blk_0012,L19: Progress Check for this unit.,,,severe_underspecification: meta_or_nonteachable
blk_0013,HALTED,,,"Whether assigned as homework or completed in class, the Progress",blk_0013,"L20-21: Whether assigned as homework or completed in class, the Progress",,,"severe_underspecification: The source block is incomplete and contains no substantive teachable claim. The sentence fragment 'Whether assigned as homework or completed in class, the Progress' does not articulate a learning expectation, propositional claim, skill, or orientation that could be operationalised through assessment or observation. The block appears to be a navigation or structural element (heading path: CLASS PERIODS) with an incomplete sentence that cannot be classified against the Step 0 decision tree."
blk_0014,HALTED,,,Check provides each student with immediate feedback related to this unit’s topics and skills.,blk_0014,L22-24: Check provides each student with immediate feedback related to this unit’s topics and skills.,,,severe_underspecification: meta_or_nonteachable
blk_0015,HALTED,,,Progress Check 1,blk_0015,L25: Progress Check 1,,,severe_underspecification: meta_or_nonteachable
blk_0016,HALTED,,,Multiple-choice: ~20 questions,blk_0016,L26: Multiple-choice: ~20 questions,,,severe_underspecification: meta_or_nonteachable
blk_0017,HALTED,,,Free-response: 3 questions § Concept Application §,blk_0017,L27-30: Free-response: 3 questions § Concept Application §,,,severe_underspecification: meta_or_nonteachable
blk_0018,HALTED,,,Argument Essay (partial) §,blk_0018,L31-32: Argument Essay (partial) §,,,severe_underspecification: meta_or_nonteachable
blk_0019,HALTED,,,Argument Essay (partial) |,blk_0019,L33-34: Argument Essay (partial) |,,,severe_underspecification: meta_or_nonteachable
blk_0020,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 34,blk_0020,L35: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 34,,,severe_underspecification: meta_or_nonteachable
blk_0021,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0021,L36-37: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0023,HALTED,,,% 15–22 ~16/~8 1,blk_0023,L40-42: % 15–22 ~16/~8 1,,,severe_underspecification: meta_or_nonteachable
blk_0025,HALTED,,,Foundations of American Democracy Developing Understanding,blk_0025,L45-47: Foundations of American Democracy Developing Understanding,,,severe_underspecification: meta_or_nonteachable
blk_0028,HALTED,,,"Why are there debates first unit sets the foundation for the course by examining how the framers of the Constitution about the balance set up a structure of government intended to stand the test of time. Compromises were of power between made during the Constitutional Convention and ratification debates, and these compromises the federal and state focused on the proper balance between individual freedom, social order, and equality of governments?",blk_0028,"L54-62: Why are there debates first unit sets the foundation for the course by examining how the framers of the Constitution about the balance set up a structure of government intended to stand the test of time. Compromises were of power between made during the Constitutional Convention and ratification debates, and these compromises the federal and state focused on the proper balance between individual freedom, social order, and equality of governments?",,,"severe_underspecification: The source block is a rhetorical question posed as a unit heading. It names a topic (Constitutional structure, framers' intent, compromises, balance of power) but contains no propositional claim, no analytical framework, no procedural instruction, and no sustained orientation that could be operationalised. The block functions as a navigation/framing device rather than a teachable content statement. No learner knowledge, understanding, skill, or disposition can be extracted from the question itself without external elaboration of what learners must know or do in response to it."
blk_0029,HALTED,,,"opportunity. In subsequent units, students will apply their understanding of the Constitution",blk_0029,"L63: opportunity. In subsequent units, students will apply their understanding of the Constitution",,,severe_underspecification: meta_or_nonteachable
blk_0031,HALTED,,,to the institutions of government and people’s daily lives.,blk_0031,L65: to the institutions of government and people’s daily lives.,,,severe_underspecification: meta_or_nonteachable
blk_0032,HALTED,,,Liberty and Order,blk_0032,L66: Liberty and Order,,,severe_underspecification: meta_or_nonteachable
blk_0033,HALTED,,,"Building the Course Skills § claim is the strongest because . . .”, which is",blk_0033,"L67-69: Building the Course Skills § claim is the strongest because . . .”, which is",,,"severe_underspecification: The source block is a sentence fragment that appears to be mid-clause or incomplete. It contains no complete propositional claim, no skill descriptor, no observable behaviour, and no sustained orientation. The phrase 'Building the Course Skills § claim is the strongest because . . .' trails off without completing the reasoning or establishing what learners are expected to know, understand, or do. There is no teachable destination that could be operationalised through assessment."
blk_0034,HALTED,,,Is the Bill of Rights then followed by specific relevant evidence.,blk_0034,L70-71: Is the Bill of Rights then followed by specific relevant evidence.,,,"severe_underspecification: The source is a meta-navigational or procedural instruction about document structure ('Is the Bill of Rights then followed by specific relevant evidence') rather than a teachable claim about domain content. It describes a structural expectation for how evidence should be organised in a response or argument, not a substantive learning outcome. No propositional knowledge, conceptual understanding, skill deployment, or sustained orientation can be operationalised from this statement alone."
blk_0035,HALTED,,,necessary? Why,blk_0035,L72: necessary? Why,,,severe_underspecification: meta_or_nonteachable
blk_0037,HALTED,,,Evidence is relevant when it relates to and or why not?,blk_0037,L75-76: Evidence is relevant when it relates to and or why not?,,,"severe_underspecification: The source block is a fragment consisting of an incomplete question ('Evidence is relevant when it relates to and or why not?') with no propositional claim, no skill description, no observable behaviour, and no clear teachable destination. It appears to be a navigation or prompt label rather than substantive curriculum content. No KUD item can be authored from this."
blk_0038,HALTED,,,supports the claim.,blk_0038,L77: supports the claim.,,,"severe_underspecification: The source block contains only a sentence fragment ('supports the claim.') with no substantive content, no propositional claim, no skill description, and no observable behaviour. It is non-teachable meta or structural text."
blk_0039,HALTED,,,In the study of government and political,blk_0039,L78: In the study of government and political,,,severe_underspecification: meta_or_nonteachable
blk_0041,HALTED,,,"science, text-based qualitative sources Competing",blk_0041,"L80-81: science, text-based qualitative sources Competing",,,severe_underspecification: meta_or_nonteachable
blk_0042,HALTED,,,Preparing for the AP Exam help political scientists understand how Policymaking governmental and political institutions and Interests,blk_0042,L82-86: Preparing for the AP Exam help political scientists understand how Policymaking governmental and political institutions and Interests,,,"severe_underspecification: The source block is a navigation or section header that names a curricular unit ('BIG IDEA 4') and references exam preparation without stating any substantive teachable claim, propositional content, skill, or sustained orientation. The phrase 'help political scientists understand how Policymaking governmental and political institutions and Interests' is grammatically incomplete and contains no clear object or learning destination. No observable behaviour, knowledge check, rubric criterion, or reasoning task can be grounded in this statement as written. This is meta-content labelling a section, not a teachable learning target."
blk_0043,HALTED,,,The AP U.S. Government and Politics course actors function and the reasons for their §,blk_0043,L87-89: The AP U.S. Government and Politics course actors function and the reasons for their §,,,"severe_underspecification: The source block is incomplete and contains no coherent teachable claim. The text 'The AP U.S. Government and Politics course actors function and the reasons for their §' is a sentence fragment that breaks mid-thought (ends with '§' symbol). No propositional content, skill, or orientation can be extracted. This appears to be corrupted metadata or a malformed heading rather than substantive curriculum content."
blk_0044,HALTED,,,How does the requires students to apply their knowledge behaviors. These sources are often actually Constitution affect in a variety of contexts and to real-world arguments about what the government does you and the choices scenarios. It’s not enough for students to (or should do) and how these actions impact you make?,blk_0044,L90-98: How does the requires students to apply their knowledge behaviors. These sources are often actually Constitution affect in a variety of contexts and to real-world arguments about what the government does you and the choices scenarios. It’s not enough for students to (or should do) and how these actions impact you make?,,,"severe_underspecification: The source block is syntactically malformed and incoherent. It appears to be corrupted text mixing fragments of multiple sentences ('How does the requires students to apply their knowledge behaviors', 'Constitution affect in a variety of contexts', 'real-world arguments about what the government does you and the choices scenarios'). No coherent propositional claim, skill description, or sustained orientation can be extracted. The block contains no teachable destination that could be operationalised through assessment, knowledge check, rubric, or observation."
blk_0046,HALTED,,,"and concepts. On the AP Exam, they will be",blk_0046,"L101: and concepts. On the AP Exam, they will be",,,severe_underspecification: meta_or_nonteachable
blk_0047,HALTED,,,"In this course, students also learn to write asked to show a deeper understanding of their own arguments. Their arguments should how these concepts actually work, often by establish a line of reasoning that will serve describing and explaining an interaction or as the organizing principle for the essay and application within a given scenario on both that will support the essay’s purpose (e.g., to multiple-choice and free-response questions.",blk_0047,"L102-111: In this course, students also learn to write asked to show a deeper understanding of their own arguments. Their arguments should how these concepts actually work, often by establish a line of reasoning that will serve describing and explaining an interaction or as the organizing principle for the essay and application within a given scenario on both that will support the essay’s purpose (e.g., to multiple-choice and free-response questions.",,,"severe_underspecification: The source block is malformed and incoherent. It contains sentence fragments ('students also learn to write asked to show', 'Their arguments should how these concepts'), missing predicates, and no clear propositional or procedural claim that could be operationalised. The intended content cannot be reliably inferred from the text as written. No teachable destination (propositional knowledge, skill, or orientation) is discernible."
blk_0048,HALTED,,,explain similarities and differences among,blk_0048,L112: explain similarities and differences among,,,"severe_underspecification: The source block is an incomplete sentence fragment ('explain similarities and differences among') with no object, context, or domain specified. It names a cognitive action (explain, compare) but provides no propositional content, no scenario, and no referent for what is to be compared. Without specification of what entities, concepts, or cases are to be analysed, no rubric, knowledge check, or observable behaviour can be operationalised. This is not a sustained orientation (Type 3) or a reasoning task (Type 2) — it is a dangling instruction with no teachable destination."
blk_0049,HALTED,,,Students often struggle with explanations.,blk_0049,L113: Students often struggle with explanations.,,,"severe_underspecification: The source makes a descriptive claim about a learner population ('students often struggle with explanations') but contains no teachable content, no propositional knowledge to be understood, no skill to be practised, and no sustained orientation to be enacted. It is a diagnostic observation about a problem, not a learning target or curriculum expectation. No KUD item can be authored from this statement alone without external specification of what 'explanations' means, what 'struggling' entails operationally, or what the intended learning response is."
blk_0050,HALTED,,,political principles or to explain political,blk_0050,L114: political principles or to explain political,,,"severe_underspecification: The source block contains only a sentence fragment ('political principles or to explain political') with no complete propositional claim, no skill descriptor, no observable behaviour, and no coherent teachable destination. It is incomplete text that cannot be operationalised into a learning target."
blk_0051,HALTED,,,They may define or describe a concept but processes).,blk_0051,L115-116: They may define or describe a concept but processes).,,,"severe_underspecification: The source block is a sentence fragment ('They may define or describe a concept but processes') that is incomplete, grammatically malformed, and contains no coherent propositional claim, operational behaviour, or teachable destination. It cannot be classified against the decision tree or operationalised into a KUD item."
blk_0052,HALTED,,,not fully explain the how or why in the context,blk_0052,L117: not fully explain the how or why in the context,,,"severe_underspecification: The source block is a sentence fragment ('not fully explain the how or why in the context') with no complete propositional claim, no observable behaviour, no skill trigger, and no sustained orientation. It appears to be a partial note or editing artifact rather than a teachable content statement. No KUD item can be authored from this fragment."
blk_0054,HALTED,,,"through a “because” statement, as in “My |",blk_0054,"L128-129: through a “because” statement, as in “My |",,,"severe_underspecification: The source block is incomplete and contains only a fragment ('through a ""because"" statement, as in ""My |') with no coherent teachable claim, propositional content, skill description, or orientation. The text is truncated mid-sentence and provides no basis for KUD classification or assessment design."
blk_0055,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 35,blk_0055,L130: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 35,,,severe_underspecification: meta_or_nonteachable
blk_0056,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0056,L131-132: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0058,HALTED,,,Foundations of American Democracy 1,blk_0058,L135-136: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0060,HALTED,,,Topic Suggested Skill,blk_0060,L138: Topic Suggested Skill,,,severe_underspecification: meta_or_nonteachable
blk_0061,HALTED,,,Ideals of Democracy,blk_0061,L139: Ideals of Democracy,,,severe_underspecification: meta_or_nonteachable
blk_0064,HALTED,,,Types of Democracy 1.2 4.A,blk_0064,L143-145: Types of Democracy 1.2 4.A,,,severe_underspecification: meta_or_nonteachable
blk_0065,HALTED,,,"Describe the argument, perspective, evidence, and reasoning presented in the source.",blk_0065,"L146-147: Describe the argument, perspective, evidence, and reasoning presented in the source.",,,severe_underspecification: meta_or_nonteachable
blk_0066,HALTED,,,Government Power and Individual,blk_0066,L148: Government Power and Individual,,,severe_underspecification: meta_or_nonteachable
blk_0068,HALTED,,,"Describe political principles, institutions, processes, policies, and Rights behaviors.",blk_0068,"L150-152: Describe political principles, institutions, processes, policies, and Rights behaviors.",,,"classification_unreliable: no signature achieved 2/3 agreement across runs; observed signatures: [('items', (('know', 'Type 1'), ('understand', 'Type 1'))), ('items', (('do_skill', 'Type 2'), ('know', 'Type 1'), ('know', 'Type 1'), ('understand', 'Type 1'), ('understand', 'Type 1'))), ('items', (('do_skill', 'Type 2'), ('know', 'Type 1'), ('know', 'Type 1'), ('know', 'Type 1'), ('know', 'Type 1')))]"
blk_0069,HALTED,,,Challenges of the Articles of,blk_0069,L153: Challenges of the Articles of,,,severe_underspecification: meta_or_nonteachable
blk_0072,HALTED,,,Ratification of the U.S. Constitution,blk_0072,L158: Ratification of the U.S. Constitution,,,severe_underspecification: meta_or_nonteachable
blk_0075,HALTED,,,Principles of American Government,blk_0075,L162: Principles of American Government,,,severe_underspecification: meta_or_nonteachable
blk_0078,HALTED,,,Relationship Between the States and,blk_0078,L166: Relationship Between the States and,,,severe_underspecification: meta_or_nonteachable
blk_0081,HALTED,,,National Government,blk_0081,L169: National Government,,,severe_underspecification: meta_or_nonteachable
blk_0082,HALTED,,,Constitutional Interpretations of,blk_0082,L170: Constitutional Interpretations of,,,severe_underspecification: meta_or_nonteachable
blk_0085,HALTED,,,Federalism in Action,blk_0085,L175: Federalism in Action,,,severe_underspecification: meta_or_nonteachable
blk_0088,HALTED,,,Go to AP Classroom to assign the Progress Check for Unit 1.,blk_0088,L178: Go to AP Classroom to assign the Progress Check for Unit 1.,,,severe_underspecification: meta_or_nonteachable
blk_0089,HALTED,,,Review the results in class to identify and address any student misunderstandings. |,blk_0089,L179-180: Review the results in class to identify and address any student misunderstandings. |,,,severe_underspecification: meta_or_nonteachable
blk_0090,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 36,blk_0090,L181: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 36,,,severe_underspecification: meta_or_nonteachable
blk_0091,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0091,L182-183: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0093,HALTED,,,Foundations of American Democracy 1,blk_0093,L186-187: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0095,HALTED,,,The sample activities on this page are optional and are offered to provide possible ways to incorporate various instructional approaches into the classroom. Teachers do not need to use these activities or instructional approaches and are free to alter or edit them. The examples below were developed in partnership with teachers from the AP community to share ways that they approach teaching the content and skills in this unit. Please refer to the Instructional,blk_0095,L189-193: The sample activities on this page are optional and are offered to provide possible ways to incorporate various instructional approaches into the classroom. Teachers do not need to use these activities or instructional approaches and are free to alter or edit them. The examples below were developed in partnership with teachers from the AP community to share ways that they approach teaching the content and skills in this unit. Please refer to the Instructional,,,severe_underspecification: meta_or_nonteachable
blk_0096,HALTED,,,Approaches section beginning on p. 141 for more examples of activities and strategies.,blk_0096,L194: Approaches section beginning on p. 141 for more examples of activities and strategies.,,,severe_underspecification: meta_or_nonteachable
blk_0097,HALTED,,,Activity Topic Sample Activity 1,blk_0097,L195-196: Activity Topic Sample Activity 1,,,severe_underspecification: meta_or_nonteachable
blk_0098,HALTED,,,1.2 and Close Reading 1.3,blk_0098,L197-198: 1.2 and Close Reading 1.3,,,severe_underspecification: meta_or_nonteachable
blk_0099,HALTED,,,"When students are reading the required foundational documents, such as Federalist",blk_0099,"L199: When students are reading the required foundational documents, such as Federalist",,,"severe_underspecification: The source block is incomplete and contains no teachable claim. It begins a conditional clause ('When students are reading...') but provides no predicate, learning outcome, or substantive content to classify. The fragment names a document type (foundational documents, Federalist) but does not state what learners should know, understand, or do in relation to it. Without a complete propositional or capability statement, no KUD item can be authored."
blk_0100,HALTED,,,"No. 10 and Brutus No. 1, have them highlight relevant words and passages that support the authors’ claims. Ask students to connect ideas outlined in the documents to the Federalist and Antifederalist views of how our government was founded.",blk_0100,"L200-202: No. 10 and Brutus No. 1, have them highlight relevant words and passages that support the authors’ claims. Ask students to connect ideas outlined in the documents to the Federalist and Antifederalist views of how our government was founded.",,,severe_underspecification: meta_or_nonteachable
blk_0101,HALTED,,,2,blk_0101,L203: 2,,,severe_underspecification: meta_or_nonteachable
blk_0102,HALTED,,,1.3 and Think-Pair-Share,blk_0102,L204: 1.3 and Think-Pair-Share,,,severe_underspecification: meta_or_nonteachable
blk_0103,HALTED,,,1.6 Give students a question that requires them to connect Madison’s argument in,blk_0103,L205: 1.6 Give students a question that requires them to connect Madison’s argument in,,,"severe_underspecification: The source block is a truncated instructional activity label with no complete teachable claim. It names an activity type ('Give students a question') but the sentence is incomplete ('requires them to connect Madison's argument in' — no completion). There is no propositional content to understand, no skill to perform, no orientation to enact, and no assessment criterion that could be operationalised. The block is meta-instructional scaffolding, not substantive curriculum content."
blk_0104,HALTED,,,Federalist No. 51 to a) the structure of the three branches of government established in the,blk_0104,L206: Federalist No. 51 to a) the structure of the three branches of government established in the,,,"severe_underspecification: The source block is a fragment—a heading label ('SAMPLE INSTRUCTIONAL ACTIVITIES') followed by an incomplete sentence that names a primary source (Federalist No. 51) and a topic (structure of three branches) but contains no complete propositional claim, no skill descriptor, no orientation statement, and no assessment criterion. The sentence ends mid-phrase ('established in the') with no object or completion. This is meta-navigational content (a section heading) paired with an incomplete reference, not substantive teachable content. No KUD item can be authored from an incomplete sentence fragment."
blk_0105,HALTED,,,Constitution and b) his argument about factions in Federalist No. 10.,blk_0105,L207: Constitution and b) his argument about factions in Federalist No. 10.,,,"severe_underspecification: The source block is a fragment of a heading or navigation label ('Constitution and b) his argument about factions in Federalist No. 10') with no complete propositional claim, no skill description, and no sustained orientation. It names topics but contains no teachable content—no assertion about what learners should know, understand, or do. It appears to be a structural or labeling element within a curriculum document rather than substantive instructional content."
blk_0106,HALTED,,,3,blk_0106,L208: 3,,,severe_underspecification: meta_or_nonteachable
blk_0107,HALTED,,,1.8 Case Notes,blk_0107,L209: 1.8 Case Notes,,,severe_underspecification: meta_or_nonteachable
blk_0108,HALTED,,,"Have students create case notes for McCulloch v. Maryland and United States v. Lopez that include the following information: facts of the case, majority opinion, and the reasoning (constitutional question) for the majority opinion. Make sure students focus on the constitutional reasoning behind the Court’s decision.",blk_0108,"L210-213: Have students create case notes for McCulloch v. Maryland and United States v. Lopez that include the following information: facts of the case, majority opinion, and the reasoning (constitutional question) for the majority opinion. Make sure students focus on the constitutional reasoning behind the Court’s decision.",,,"classification_unreliable: no signature achieved 2/3 agreement across runs; observed signatures: [('items', (('do_skill', 'Type 2'), ('know', 'Type 1'), ('understand', 'Type 1'))), ('items', (('know', 'Type 1'), ('know', 'Type 1'), ('understand', 'Type 1'))), ('items', (('do_skill', 'Type 1'), ('know', 'Type 1'), ('understand', 'Type 1')))]"
blk_0109,HALTED,,,4,blk_0109,L214: 4,,,severe_underspecification: meta_or_nonteachable
blk_0110,HALTED,,,1.9 Making Connections,blk_0110,L215: 1.9 Making Connections,,,severe_underspecification: meta_or_nonteachable
blk_0111,HALTED,,,"Write concepts related to one of the course big ideas on index cards, place them in a box, and have students pick a card at random. Give students a few minutes to gather and recall information about the term, and then pair students and ask them to find the connection between their concepts. Finally, ask the pairs to write a brief explanation of how the concepts are related. |",blk_0111,"L216-221: Write concepts related to one of the course big ideas on index cards, place them in a box, and have students pick a card at random. Give students a few minutes to gather and recall information about the term, and then pair students and ask them to find the connection between their concepts. Finally, ask the pairs to write a brief explanation of how the concepts are related. |",,,severe_underspecification: meta_or_nonteachable
blk_0112,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 37,blk_0112,L222: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 37,,,severe_underspecification: meta_or_nonteachable
blk_0113,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0113,L223-224: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0115,HALTED,,,Foundations of American Democracy 1,blk_0115,L227-228: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0118,HALTED,,,Concept Application Ideals of 1.D,blk_0118,L231-233: Concept Application Ideals of 1.D,,,severe_underspecification: meta_or_nonteachable
blk_0120,HALTED,,,OPTIONAL READINGS AND Required Course Content,blk_0120,L240: OPTIONAL READINGS AND Required Course Content,,,severe_underspecification: meta_or_nonteachable
